,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
213016,9659,ADJ,N,P,PRO,ADJ,logical,consequences,of,its,own,ADJ_N,N_PRO,PRO_ADJ,P
213017,9659,N,P,PRO,ADJ,ADJ,consequences,of,its,own,mild,N_P,P_ADJ,ADJ_ADJ,PRO
213018,9659,P,PRO,ADJ,ADJ,N,of,its,own,mild,ventures,P_PRO,PRO_ADJ,ADJ_N,ADJ
213019,9659,PRO,ADJ,ADJ,N,P,its,own,mild,ventures,into,PRO_ADJ,ADJ_N,N_P,ADJ
213020,9659,ADJ,ADJ,N,P,N,own,mild,ventures,into,iconoclasm,ADJ_ADJ,ADJ_P,P_N,N
213021,9659,ADJ,N,P,N,",",mild,ventures,into,iconoclasm,",",ADJ_N,N_N,"N_,",P
213022,9659,N,P,N,",",CNJ,ventures,into,iconoclasm,",",and,N_P,"P_,",",_CNJ",N
213023,9659,P,N,",",CNJ,DET,into,iconoclasm,",",and,quite,P_N,N_CNJ,CNJ_DET,","
213024,9659,N,",",CNJ,DET,VN,iconoclasm,",",and,quite,prepared,"N_,",",_DET",DET_VN,CNJ
213025,9659,",",CNJ,DET,VN,TO,",",and,quite,prepared,to,",_CNJ",CNJ_VN,VN_TO,DET
213026,9659,CNJ,DET,VN,TO,V,and,quite,prepared,to,resort,CNJ_DET,DET_TO,TO_V,VN
213027,9659,DET,VN,TO,V,P,quite,prepared,to,resort,to,DET_VN,VN_V,V_P,TO
213028,9659,VN,TO,V,P,ADJ,prepared,to,resort,to,hysterical,VN_TO,TO_P,P_ADJ,N
213029,9659,TO,V,P,ADJ,N,to,resort,to,hysterical,repressions,TO_V,V_ADJ,ADJ_N,DET
213030,9659,V,P,ADJ,N,WH,resort,to,hysterical,repressions,when,V_P,P_N,N_WH,ADJ
213031,9659,P,ADJ,N,WH,PRO,to,hysterical,repressions,when,its,P_ADJ,ADJ_WH,WH_PRO,N
213032,9659,ADJ,N,WH,PRO,ADJ,hysterical,repressions,when,its,brittle,ADJ_N,N_PRO,PRO_ADJ,WH
213033,9659,N,WH,PRO,ADJ,N,repressions,when,its,brittle,foundations,N_WH,WH_ADJ,ADJ_N,PRO
213034,9659,WH,PRO,ADJ,N,V,when,its,brittle,foundations,were,WH_PRO,PRO_N,N_V,ADJ
213035,9659,PRO,ADJ,N,V,VN,its,brittle,foundations,were,threatened,PRO_ADJ,ADJ_V,V_VN,N
213036,9659,ADJ,N,V,VN,.,brittle,foundations,were,threatened,.,ADJ_N,N_VN,VN_.,V
213037,9659,N,V,VN,.,end,foundations,were,threatened,.,,N_V,V_.,._end,VN
213038,9659,V,VN,.,end,end,were,threatened,.,,,V_VN,VN_end,end_end,.
342530,15987,start,start,DET,N,V,,,Other,experts,say,start_start,start_N,N_V,DET
342531,15987,start,DET,N,V,",",,Other,experts,say,",",start_DET,DET_V,"V_,",N
342532,15987,DET,N,V,",",ADV,Other,experts,say,",",however,DET_N,"N_,",",_ADV",V
342533,15987,N,V,",",ADV,",",experts,say,",",however,",",N_V,V_ADV,"ADV_,",","
342534,15987,V,",",ADV,",",CNJ,say,",",however,",",that,"V_,",",_,",",_CNJ",ADV
342535,15987,",",ADV,",",CNJ,CNJ,",",however,",",that,if,",_ADV",ADV_CNJ,CNJ_CNJ,","
342536,15987,ADV,",",CNJ,CNJ,ADJ,however,",",that,if,sexual,"ADV_,",",_CNJ",CNJ_ADJ,CNJ
342537,15987,",",CNJ,CNJ,ADJ,N,",",that,if,sexual,domination,",_CNJ",CNJ_ADJ,ADJ_N,CNJ
342538,15987,CNJ,CNJ,ADJ,N,P,that,if,sexual,domination,by,CNJ_CNJ,CNJ_N,N_P,ADJ
342539,15987,CNJ,ADJ,N,P,NUM,if,sexual,domination,by,one,CNJ_ADJ,ADJ_P,P_NUM,N
342540,15987,ADJ,N,P,NUM,CNJ,sexual,domination,by,one,or,ADJ_N,N_NUM,NUM_CNJ,P
342541,15987,N,P,NUM,CNJ,DET,domination,by,one,or,the,N_P,P_CNJ,CNJ_DET,NUM
342542,15987,P,NUM,CNJ,DET,DET,by,one,or,the,other,P_NUM,NUM_DET,DET_DET,CNJ
342543,15987,NUM,CNJ,DET,DET,N,one,or,the,other,partner,NUM_CNJ,CNJ_DET,DET_N,DET
342544,15987,CNJ,DET,DET,N,VBZ,or,the,other,partner,exists,CNJ_DET,DET_N,N_VBZ,DET
342545,15987,DET,DET,N,VBZ,P,the,other,partner,exists,for,DET_DET,DET_VBZ,VBZ_P,N
342546,15987,DET,N,VBZ,P,ADV,other,partner,exists,for,longer,DET_N,N_P,P_ADV,","
342547,15987,N,VBZ,P,ADV,P,partner,exists,for,longer,than,N_VBZ,VBZ_ADV,ADV_P,P
342548,15987,VBZ,P,ADV,P,DET,exists,for,longer,than,a,VBZ_P,P_P,P_DET,ADJ
342549,15987,P,ADV,P,DET,ADJ,for,longer,than,a,brief,P_ADV,ADV_DET,DET_ADJ,P
342550,15987,ADV,P,DET,ADJ,N,longer,than,a,brief,period,ADV_P,P_ADJ,ADJ_N,DET
342551,15987,P,DET,ADJ,N,",",than,a,brief,period,",",P_DET,DET_N,"N_,",ADJ
342552,15987,DET,ADJ,N,",",PRO,a,brief,period,",",it,DET_ADJ,"ADJ_,",",_PRO",N
342553,15987,ADJ,N,",",PRO,V,brief,period,",",it,is,ADJ_N,N_PRO,PRO_V,","
342554,15987,N,",",PRO,V,ADJ,period,",",it,is,likely,"N_,",",_V",V_ADJ,PRO
342555,15987,",",PRO,V,ADJ,TO,",",it,is,likely,to,",_PRO",PRO_ADJ,ADJ_TO,V
342556,15987,PRO,V,ADJ,TO,V,it,is,likely,to,shake,PRO_V,V_TO,TO_V,ADJ
342557,15987,V,ADJ,TO,V,DET,is,likely,to,shake,the,V_ADJ,ADJ_V,V_DET,TO
342558,15987,ADJ,TO,V,DET,N,likely,to,shake,the,marriage,ADJ_TO,TO_DET,DET_N,V
342559,15987,TO,V,DET,N,.,to,shake,the,marriage,.,TO_V,V_N,N_.,DET
342560,15987,V,DET,N,.,end,shake,the,marriage,.,,V_DET,DET_.,._end,N
342561,15987,DET,N,.,end,end,the,marriage,.,,,DET_N,N_end,end_end,.
382337,17798,start,start,PRO,VD,PRO,,,He,showed,me,start_start,start_VD,VD_PRO,PRO
382338,17798,start,PRO,VD,PRO,NUM,,He,showed,me,one,start_PRO,PRO_PRO,PRO_NUM,VD
382339,17798,PRO,VD,PRO,NUM,P,He,showed,me,one,of,PRO_VD,VD_NUM,NUM_P,PRO
382340,17798,VD,PRO,NUM,P,PRO,showed,me,one,of,his,VD_PRO,PRO_P,P_PRO,NUM
382341,17798,PRO,NUM,P,PRO,N,me,one,of,his,fingers,PRO_NUM,NUM_PRO,PRO_N,P
382342,17798,NUM,P,PRO,N,WH,one,of,his,fingers,which,NUM_P,P_N,N_WH,PRO
382343,17798,P,PRO,N,WH,V,of,his,fingers,which,had,P_PRO,PRO_WH,WH_V,N
382344,17798,PRO,N,WH,V,V,his,fingers,which,had,been,PRO_N,N_V,V_V,WH
382345,17798,N,WH,V,V,DET,fingers,which,had,been,practically,N_WH,WH_V,V_DET,V
382346,17798,WH,V,V,DET,VN,which,had,been,practically,amputated,WH_V,V_DET,DET_VN,V
382347,17798,V,V,DET,VN,CNJ,had,been,practically,amputated,and,V_V,V_VN,VN_CNJ,ADV
382348,17798,V,DET,VN,CNJ,WH,been,practically,amputated,and,which,V_DET,DET_CNJ,CNJ_WH,ADJ
382349,17798,DET,VN,CNJ,WH,PRO,practically,amputated,and,which,his,DET_VN,VN_WH,WH_PRO,CNJ
382350,17798,VN,CNJ,WH,PRO,N,amputated,and,which,his,mother,VN_CNJ,CNJ_PRO,PRO_N,WH
382351,17798,CNJ,WH,PRO,N,V,and,which,his,mother,had,CNJ_WH,WH_N,N_V,PRO
382352,17798,WH,PRO,N,V,VN,which,his,mother,had,treated,WH_PRO,PRO_V,V_VN,N
382353,17798,PRO,N,V,VN,.,his,mother,had,treated,;,PRO_N,N_VN,VN_.,V
382354,17798,N,V,VN,.,.,mother,had,treated,;,;,N_V,V_.,._.,VN
382355,17798,V,VN,.,.,end,had,treated,;,;,,V_VN,VN_.,._end,.
382356,17798,VN,.,.,end,end,treated,;,;,,,VN_.,._end,end_end,.
399701,18557,start,start,P,DET,DET,,,In,a,far,start_start,start_DET,DET_DET,P
399702,18557,start,P,DET,DET,ADJ,,In,a,far,distant,start_P,P_DET,DET_ADJ,DET
399703,18557,P,DET,DET,ADJ,N,In,a,far,distant,part,P_DET,DET_ADJ,ADJ_N,DET
399704,18557,DET,DET,ADJ,N,P,a,far,distant,part,of,DET_DET,DET_N,N_P,ADJ
399705,18557,DET,ADJ,N,P,DET,far,distant,part,of,the,DET_ADJ,ADJ_P,P_DET,N
399706,18557,ADJ,N,P,DET,VN,distant,part,of,the,United,ADJ_N,N_DET,DET_VN,P
399707,18557,N,P,DET,VN,N,part,of,the,United,States,N_P,P_VN,VN_N,DET
399708,18557,P,DET,VN,N,",",of,the,United,States,",",P_DET,DET_N,"N_,",VN
399709,18557,DET,VN,N,",",PRO,the,United,States,",",I,DET_VN,"VN_,",",_PRO",N
399710,18557,VN,N,",",PRO,V,United,States,",",I,was,VN_N,N_PRO,PRO_V,","
399711,18557,N,",",PRO,V,VG,States,",",I,was,talking,"N_,",",_V",V_VG,PRO
399712,18557,",",PRO,V,VG,P,",",I,was,talking,to,",_PRO",PRO_VG,VG_P,V
399713,18557,PRO,V,VG,P,DET,I,was,talking,to,an,PRO_V,V_P,P_DET,VG
399714,18557,V,VG,P,DET,N,was,talking,to,an,instructor,V_VG,VG_DET,DET_N,P
399715,18557,VG,P,DET,N,P,talking,to,an,instructor,about,VG_P,P_N,N_P,DET
399716,18557,P,DET,N,P,DET,to,an,instructor,about,a,P_DET,DET_P,P_DET,N
399717,18557,DET,N,P,DET,N,an,instructor,about,a,boy,DET_N,N_DET,DET_N,P
399718,18557,N,P,DET,N,WH,instructor,about,a,boy,who,N_P,P_N,N_WH,DET
399719,18557,P,DET,N,WH,P,about,a,boy,who,in,P_DET,DET_WH,WH_P,N
399720,18557,DET,N,WH,P,DET,a,boy,who,in,the,DET_N,N_P,P_DET,WH
399721,18557,N,WH,P,DET,NUM,boy,who,in,the,twelfth,N_WH,WH_DET,DET_NUM,P
399722,18557,WH,P,DET,NUM,N,who,in,the,twelfth,grade,WH_P,P_NUM,NUM_N,DET
399723,18557,P,DET,NUM,N,V,in,the,twelfth,grade,was,P_DET,DET_N,N_V,NUM
399724,18557,DET,NUM,N,V,VG,the,twelfth,grade,was,doing,DET_NUM,NUM_V,V_VG,N
399725,18557,NUM,N,V,VG,ADJ,twelfth,grade,was,doing,special,NUM_N,N_VG,VG_ADJ,V
399726,18557,N,V,VG,ADJ,N,grade,was,doing,special,work,N_V,V_ADJ,ADJ_N,VG
399727,18557,V,VG,ADJ,N,.,was,doing,special,work,.,V_VG,VG_N,N_.,ADJ
399728,18557,VG,ADJ,N,.,end,doing,special,work,.,,VG_ADJ,ADJ_.,._end,N
399729,18557,ADJ,N,.,end,end,special,work,.,,,ADJ_N,N_end,end_end,.
427767,19723,start,start,DET,N,P,,,The,reason,for,start_start,start_N,N_P,DET
427768,19723,start,DET,N,P,DET,,The,reason,for,this,start_DET,DET_P,P_DET,N
427769,19723,DET,N,P,DET,VBZ,The,reason,for,this,bears,DET_N,N_DET,DET_VBZ,P
427770,19723,N,P,DET,VBZ,VG,reason,for,this,bears,explaining,N_P,P_VBZ,VBZ_VG,N
427771,19723,P,DET,VBZ,VG,P,for,this,bears,explaining,for,P_DET,DET_VG,VG_P,N
427772,19723,DET,VBZ,VG,P,DET,this,bears,explaining,for,those,DET_VBZ,VBZ_P,P_DET,VG
427773,19723,VBZ,VG,P,DET,WH,bears,explaining,for,those,who,VBZ_VG,VG_DET,DET_WH,P
427774,19723,VG,P,DET,WH,MOD,explaining,for,those,who,may,VG_P,P_WH,WH_MOD,DET
427775,19723,P,DET,WH,MOD,V,for,those,who,may,wonder,P_DET,DET_MOD,MOD_V,WH
427776,19723,DET,WH,MOD,V,WH,those,who,may,wonder,why,DET_WH,WH_V,V_WH,MOD
427777,19723,WH,MOD,V,WH,N,who,may,wonder,why,State,WH_MOD,MOD_WH,WH_N,V
427778,19723,MOD,V,WH,N,VBZ,may,wonder,why,State,spends,MOD_V,V_N,N_VBZ,DET
427779,19723,V,WH,N,VBZ,DET,wonder,why,State,spends,so,V_WH,WH_VBZ,VBZ_DET,N
427780,19723,WH,N,VBZ,DET,DET,why,State,spends,so,much,WH_N,N_DET,DET_DET,VBZ
427781,19723,N,VBZ,DET,DET,P,State,spends,so,much,of,N_VBZ,VBZ_DET,DET_P,DET
427782,19723,VBZ,DET,DET,P,PRO,spends,so,much,of,its,VBZ_DET,DET_P,P_PRO,DET
427783,19723,DET,DET,P,PRO,ADJ,so,much,of,its,diplomatic,DET_DET,DET_PRO,PRO_ADJ,P
427784,19723,DET,P,PRO,ADJ,N,much,of,its,diplomatic,energy,DET_P,P_ADJ,ADJ_N,PRO
427785,19723,P,PRO,ADJ,N,P,of,its,diplomatic,energy,on,P_PRO,PRO_N,N_P,ADJ
427786,19723,PRO,ADJ,N,P,NP,its,diplomatic,energy,on,Congress,PRO_ADJ,ADJ_P,P_NP,N
427787,19723,ADJ,N,P,NP,WH,diplomatic,energy,on,Congress,when,ADJ_N,N_NP,NP_WH,P
427788,19723,N,P,NP,WH,DET,energy,on,Congress,when,the,N_P,P_WH,WH_DET,NP
427789,19723,P,NP,WH,DET,NP,on,Congress,when,the,Russians,P_NP,NP_DET,DET_NP,WH
427790,19723,NP,WH,DET,NP,V,Congress,when,the,Russians,are,NP_WH,WH_NP,NP_V,DET
427791,19723,WH,DET,NP,V,DET,when,the,Russians,are,so,WH_DET,DET_V,V_DET,NP
427792,19723,DET,NP,V,DET,ADJ,the,Russians,are,so,available,DET_NP,NP_DET,DET_ADJ,V
427793,19723,NP,V,DET,ADJ,.,Russians,are,so,available,.,NP_V,V_ADJ,ADJ_.,DET
