,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
163190,7615,ADJ,N,P,DET,N,irresponsible,novels,of,the,season,ADJ_N,N_DET,DET_N,P
163191,7615,N,P,DET,N,.,novels,of,the,season,.,N_P,P_N,N_.,DET
163192,7615,P,DET,N,.,end,of,the,season,.,,P_DET,DET_.,._end,N
163193,7615,DET,N,.,end,end,the,season,.,,,DET_N,N_end,end_end,.
877097,39100,start,start,DET,N,V,,,Every,woman,has,start_start,start_N,N_V,DET
877098,39100,start,DET,N,V,V,,Every,woman,has,had,start_DET,DET_V,V_V,N
877099,39100,DET,N,V,V,DET,Every,woman,has,had,the,DET_N,N_V,V_DET,V
877100,39100,N,V,V,DET,N,woman,has,had,the,experience,N_V,V_DET,DET_N,V
877101,39100,V,V,DET,N,P,has,had,the,experience,of,V_V,V_N,N_P,DET
877102,39100,V,DET,N,P,VG,had,the,experience,of,saying,V_DET,DET_P,P_VG,N
877103,39100,DET,N,P,VG,ADV,the,experience,of,saying,no,DET_N,N_VG,VG_ADV,P
877104,39100,N,P,VG,ADV,WH,experience,of,saying,no,when,N_P,P_ADV,ADV_WH,VG
877105,39100,P,VG,ADV,WH,PRO,of,saying,no,when,she,P_VG,VG_WH,WH_PRO,DET
877106,39100,VG,ADV,WH,PRO,VD,saying,no,when,she,meant,VG_ADV,ADV_PRO,PRO_VD,WH
877107,39100,ADV,WH,PRO,VD,ADV,no,when,she,meant,yes,ADV_WH,WH_VD,VD_ADV,PRO
877108,39100,WH,PRO,VD,ADV,",",when,she,meant,yes,",",WH_PRO,PRO_ADV,"ADV_,",VD
877109,39100,PRO,VD,ADV,",",CNJ,she,meant,yes,",",and,PRO_VD,"VD_,",",_CNJ",ADV
877110,39100,VD,ADV,",",CNJ,VG,meant,yes,",",and,saying,VD_ADV,ADV_CNJ,CNJ_VG,","
877111,39100,ADV,",",CNJ,VG,ADV,yes,",",and,saying,yes,"ADV_,",",_VG",VG_ADV,CNJ
877112,39100,",",CNJ,VG,ADV,WH,",",and,saying,yes,when,",_CNJ",CNJ_ADV,ADV_WH,VG
877113,39100,CNJ,VG,ADV,WH,PRO,and,saying,yes,when,she,CNJ_VG,VG_WH,WH_PRO,ADV
877114,39100,VG,ADV,WH,PRO,VD,saying,yes,when,she,meant,VG_ADV,ADV_PRO,PRO_VD,WH
877115,39100,ADV,WH,PRO,VD,ADV,yes,when,she,meant,no,ADV_WH,WH_VD,VD_ADV,PRO
877116,39100,WH,PRO,VD,ADV,.,when,she,meant,no,.,WH_PRO,PRO_ADV,ADV_.,VD
877117,39100,PRO,VD,ADV,.,end,she,meant,no,.,,PRO_VD,VD_.,._end,DET
877118,39100,VD,ADV,.,end,end,meant,no,.,,,VD_ADV,ADV_end,end_end,.
1030517,49073,start,start,NP,VD,ADV,,,Russ,pointed,upward,start_start,start_VD,VD_ADV,NP
1030518,49073,start,NP,VD,ADV,.,,Russ,pointed,upward,.,start_NP,NP_ADV,ADV_.,VD
1030519,49073,NP,VD,ADV,.,end,Russ,pointed,upward,.,,NP_VD,VD_.,._end,ADV
1030520,49073,VD,ADV,.,end,end,pointed,upward,.,,,VD_ADV,ADV_end,end_end,.
